name,name_en,type,type_en,address,sum_district_name,sum_district_type ,bag_khoroo_name,bag_khoroo_type,3_word_address,address_en,timetable,timetable_en,phone,mon,tue,wed,thu,fri,sat,sun,open_time,close_time,
Дарь-Эх Үндэс бөөний төв,Dari-Ekh undes tuv,atm,,"Баянзүрх дүүрэг, 2-р хороо, Дарь-Эх Үндэс бөөний төв",Баянзүрх,дүүрэг,"Баянзүрх дүүрэг, 2-р",хороо,,"Bayanzurkh district, 2st khoroo, Dari-Ekh undes tuv",Даваа-Ням 07-24 цаг,Mon-Sun 7am-12pm,1800-1888,1,1,1,1,1,1,1,07:00:00,22:59:00,
Цамбагарав М-Март АТМ,Tsambagarav M-Mart ATM,atm,атм,"14-р хороо, 1-р хороолол, Цамбагарав,  Залуусын гудамж, M-Mart",,0,"14-р хороо, 1-р хороолол, Цам",баг,,"14th khoroo, 1st microdistrict, Tsambagarav, M-Mart",Даваа-Ням 08:00-21:00 цаг,Mon-Sun 08am-21pm,1800-1888,1,1,1,1,1,1,1,08:00:00,21:00:00,
2-р эмнэлэг АТМ, State Second Government Hospital АТМ,atm,атм,"Баянзүрх дүүрэг, 13-р хороолол, 3-р хороо, Сайд нарын 2-р эмнэлэг",Баянзүрх,дүүрэг,"Баянзүрх дүүрэг, 13-р",хороо,,"13th Microdistrict, 13th Khoroo, Bayanzurkh District",Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,08:00:00,18:00:00,
Гэмтэлийн эмнэлэг АТМ,National Trauma and orthopedic research center  ATM,atm,атм,"7-р хороо, Ард Аюушийн өргөн чөлөө, Гэмтэл согог судлалын үндэсний төв, Амбулторын хаалга, 1 давхарт ",,0,7-р,хороо,,"7th khoroo, Ard Ayush avenue, National Trauma and orthopedic research center, 1st floor ",Даваа-Баасан 07:30-18:00 цаг,Mon-Fri 07:30am-18:00pm,1800-1888,1,1,1,1,1,0,0,07:30:00,18:00:00,
Хүүхдийн 2-р эмнэлэг АТМ,100 ail 2th Hospital АТМ,atm,атм,"10-р хороо, 100 айл Хүүхдийн 2-р эмнэлэг",,0,10-р,хороо,,10-r khoroo 100 ail 2th Hospital ,Даваа-Ням 24/7,Mon-Sun 24/7,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00,
"ICC тауэр, Экспресс АТМ","ICC Tower, Express ATM",atm,атм,"1-р хороо, Жамъяан гүний гудамж, Эрүүл мэндийн яамны баруун талд, ICC тауэр",,0,1-р,хороо,,"1st committee, Jamiyan Gun Street, right side of Ministry of Health, ICC Tower",Даваа-Ням 08:00-20:00,Mon-Sun 8am-8pm,1800-1888,1,1,1,1,1,1,1,08:00:00,20:00:00,
Аз хүнсний дэлгүүр ATM,Az Market ATM,atm,,"18-р хороо, Чингэлтэйн гудамж, Аура төв, Аз хүнсний дэлгүүр ",,0,18-р,хороо,,"18th committee, Chingeltei road, Chingeltei district, Az  Market",Даваа-Ням 08:00-23:00,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:00:00,
Алаг тараг худалдааны төв ATM,Alag Tarag Market ATM,atm,,"1-р хороо, Найрамдлын зам, Орбит хуучин эцэс, Алаг тараг худалдааны төв",,0,1-р,хороо,,"1st committee, Nairamdal road, Orbit, Songinokhairan district, Alag Tarag Market ",Даваа-Ням 08:00-20:00,Mon-Sun 8am-8pm,1800-1888,1,1,1,1,1,1,1,08:00:00,20:00:00,
Алт сар дэлгүүр ATM,Alt Sar Market ATM,atm,,"13-р хороо, 17 буудал, Алт сар дэлгүүр",,0,13-р,хороо,,"13th committee, 17th station, Chingeltei district, Alt Sar Market ",Даваа-Ням 09:00-24:00,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:59:00,
Алтжин бөмбөгөр ATM,Altjin Bumbugur ATM,atm,,"2-р хороо, Их тойруу, Алтжин бөмбөгөр худалдааны төвийн В1 давхарт",,0,2-р,хороо,,"2nd committee, Ikh toiruu street, Chingeltei district, Altjin Bumbugur Market, B1 floor ","Лхагва  гариг амарна
Даваа-Ням 10:00-24:00","Mon-Sun 10am12pm
Wednesday closed",1800-1888,1,1,0,1,1,1,1,10:00:00,23:59:00,
"Алтжин бөмбөгөр, Экспресс АТМ ","Altjin Bumbugur, Express ATM",atm,атм,"2-р хороо, Их тойруу, Алтжин бөмбөгөр худалдааны төвийн 1 давхарт",,0,2-р,хороо,,"2nd committee, Ikh toiruu street, Chingeltei district, Altjin Bumbugur Market, 1st floor ","Даваа-Ням 10:00-24:00
Лхагва  гариг амарна","Mon-Sun 10am-12pm
Wednesday closed",1800-1888,1,1,1,0,1,1,1,10:00:00,19:59:00,
Амаяа дэлгүүр ATM,Amaya Market ATM,atm,,"Баянгол дүүрэг, 23-р хороо, Хувьсгалын зам, Зурагтын шинэ эцэс автобусны буудал, Амаяа дэлгүүр ",Баянгол,дүүрэг,"Баянгол дүүрэг, 23-р",хороо,,"23rd committee, Revolutionary road, new terminal of Zuragt, Bayangol dictrict, Amaya market ",Даваа-Ням 09:00-24:00,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:59:00,
"Амгалан, Жанжин зах  ATM","Janjin Market, Amgalan ATM",atm,,"12-р хороо, Цагдаагийн академийн өргөн чөлөө, Жанжин зах худалдааны төв ",,0,12-р,хороо,,"12nd khoroo, Avenue of the Police Academy, JANJIN Market ",Даваа-Ням 10:00-20:00,Mon-Sun 10am-8pm,1800-1888,1,1,1,1,1,1,1,10:00:00,20:00:00,
Анар хүнсний дэлгүүр ATM,Anar Supermarket ATM,atm,,"10-р хороо, Худгийн гудамж, 16-р сургуулийн урд, Анар хүнсний дэлгүүр ",0,0,10-р,хороо,,"10th khoroo, wells street, Sukhbaatar district,  infront of 16th school, Anar Supermarket",Даваа-Ням 08:00-24:00,Mon-Sun 8am-12pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:59:00,
"Андууд супермаркет, Экспресс АТМ","Anduud Supermarket, Express ATM",atm,атм," Хан-Уул дүүрэг, 15-р хороо, Хүннү хороолол, Андууд супермаркет ",Хан-Уул,дүүрэг,"Хан-Уул дүүрэг, 15-р",хороо,,"15th khoroo, Khan-Uul district, Khunnu 2222, Anduud Supermarket
",Даваа-Ням 09:00-22:00,Mon-Sun 9am-10pm,1800-1888,1,1,1,1,1,1,1,09:00:00,22:00:00,
"Ард салбар, Цэцэг төв Экспресс банк ATM","Xacbank Ard branch Tsetseg tuv, Express bank ATM",atm,салбар,"1-р хороо, Бага тойруу, Хас банк Ард салбар Цэцэг төв",0,0,#VALUE!,баг,,"1st khoroo, Baga toiruu street, Chingeltei district, Xacbank Ard branch",Даваа-Ням 8-20 цаг,Mon-Sun 8-20 hour,1800-1888,1,1,1,1,1,1,1,08:00:00,20:00:00,
"22 товчоо М март, Экспресс банк ","22 Tovchoo M mart, Express bank ATM",atm,,"32-р хороо, 22 товчоо М март ",0,0,32-р,хороо,,"32st khoroo, 22 Tovchoo M mart",Даваа-Ням 08-22 цаг,Mon-Sun 08-22 hour,1800-1888,1,1,1,1,1,1,1,07:00:00,21:59:00,
"Асио зах, Экспресс АТМ","Asio Market, Express ATM",atm,атм,"19-р хороо, Да хүрээ гудамж, 16-р хороолол буудлын ард, Асио зах
",0,0,19-р,хороо,,"19th khoroo, Da Khuree street, 16th district, Bayanzurkh, Asio Market ",Даваа-Ням 10:00-20:00 цаг,Mon-Sun 10am-20pm,1800-1888,1,1,1,1,1,1,1,09:00:00,20:00:00,
Бат-Ундрал Аривжих хүнсний дэлгүүр ATM,Bat-Undral Arivjikh mini market ATM,atm,,"3-р хороо, Толгойтын гудамж, 65-р сургуулийн урд, Бат-Ундрал Аривжих хүнсний дэлгүүр",0,0,3-р,хороо,,"3rd khoroo, Tolgoit road, Songinokhairkhan district, infront of 65th school, Bat-Undral Arivjikh mini market ",Даваа-Ням 09:00-24:00 цаг,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:59:00,
"Баялаг ундраа худалдааны төв, Экспресс АТМ ","Bayalag-Undraa market, Express ATM-1",atm,атм,"14-р хороо, Нарны зам, Баялаг ундраа худалдааны төв ",0,0,14-р,хороо,,"14th khoroo, Sun road, bayanzurkh district, Bayalag Undraa Center ","Даваа-Ням 08:00-20:00 цаг
Мягмар амарна","Mon-Sun 8am-8pm  
Tuesday closed",1800-1888,1,0,1,1,1,1,1,08:00:00,20:00:00,
"Баялаг ундраа худалдааны төв, Экспресс АТМ ","Bayalag-Undraa market, Express ATM-2",atm,атм,"14-р хороо, Нарны зам, Баялаг ундраа худалдааны төв ",0,0,14-р,хороо,,"14th khoroo, Sun road, bayanzurkh district, Bayalag Undraa Center ","Даваа-Ням 08:00-20:00 цаг 
Мягмар амрана","Mon-Sun 8am-8pm  
Tuesday closed",1800-1888,1,0,1,1,1,1,1,08:00:00,20:00:00,
"Баялаг ундраа худалдааны төв, Экспресс АТМ-3","Bayalag-Undraa market, Express ATM-3",atm,атм,"14-р хороо, Нарны зам, Баялаг ундраа худалдааны төв ",0,0,14-р,хороо,,"14th khoroo, Sun road, bayanzurkh district, Bayalag Undraa Center ","Даваа-Ням 08:00-20:00 цаг
мягмар амрана","Mon-Sun 8am-8pm  
Tuesday closed",1800-1888,1,0,1,1,1,1,1,08:00:00,20:00:00,
Баялаг хүнсний дэлгүүр ATM,Bayalag mini market ATM,atm,,"2-р хороо, Толгойтын гудамж, Толгойтын хуучин эцэс, Баялаг хүнсний дэлгүүр ",0,0,2-р,хороо,,"2nd khoroo, Tolgoit street, Tolgoit old terminal, Bayalag mini market ",Даваа-Ням 08:00-24:00 цаг,Mon-Sun 8am-12pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:59:00,
Нисэх Миний Хайпермаркет АТМ,Nisekh Minii Hypermarket ATM,atm,атм,"10-р хороо, нисэх спорт ордны хойно  ",0,0,10-р,хороо,,"10th khoroo, back side of Nisekh sport complex, Minii hypermarket",Даваа-Ням 09:00-22:00 цаг,Mon-Sun 9am-10pm,1800-1888,1,1,1,1,1,1,1,09:00:00,22:00:00,
Баянзүрх дүүргийн эрүүл мэндийн нэгдсэн эмнэлэг АТМ,General Health Clinic of Bayanzurkh АТМ,atm,атм,"22-р хороо, БЗД-ийн эрүүл мэндийн нэгдсэн эмнэлэг ",0,0,22-р,хороо,,"22nd khoroo, Bayanzurkh district, General Health Clinic of Bayanzurkh ",Даваа-Ням 07:00-24:00 цаг,Mon-Sun 7am-12pm,1800-1888,1,1,1,1,1,1,1,07:00:00,23:59:00,
"Баянмонгол тооцооны төв, Экспресс банк АТМ","Xacbank Bayanmongol branch, express bank АТМ",atm,тооцооны төв,"26-р хороо, Хүннүгийн гудамж, Элизабет хотхон, Хас банк Баянмонгол тооцооны төв ",0,0,26-р,хороо,,"Bayanzurkh district, 26th khoroo, Khunnu street, Elizabeth town,Xacbank Bayanmongol branch",Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,07:00:00,23:59:00,
"Well mart супермаркет, Экспресс АТМ","Well mart Supermarket, Express ATM",atm,атм,"11-р хороо, Буянт Ухаа хороолол, Well mart",0,0,11-р,хороо,,"Khan-Uul district, 11st khoroo, buyant Ukhaa, Well mart ",Даваа-Ням 09:00-22:00 цаг,Mon-Sun 9am-10pm,1800-1888,1,1,1,1,1,1,1,09:00:00,22:00:00,
Бест массаж ATM,Best Massage ATM,atm,,"3-р хороо, Монголын Хараагүйчүүдын Үндэсний Холбоо, Бест массаж ",0,0,3-р,хороо,,"Khan-uul district, 3rd khoroo, Union of the Black Eyed Peas of Mongolia, Best massage ",Даваа-Ням 09:00-20:00 цаг,Mon-Sun 9am-8pm,1800-1888,1,1,1,1,1,1,1,09:00:00,20:00:00,
Бидний дэлгүүр  ATM,Bidnii Supermarket ATM,atm,,"30-р хороо,1-р хороолол, Өнөр хорооллын гудамж, 34-р байрны замын хойно, Бидний дэлгүүр ",0,0,30-р,хороо,,"Songinokhairkhan, 1st district, 30th khoroo, Bidnii Supermarket",Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:00:00,
Амгалан М-Март АТМ,Amgalan M-Mart ATM,atm,атм,"Баянзүрх дүүрэг, Амгалан М-Март ",Баянзүрх,дүүрэг,,,,"Bayanzurkh, Amgalan M-Mart",Даваа-Ням 09:00-23:00 цаг,Mon-Sun 9am-11pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:00:00,
Гүен хүнсний дэлгүүр АТМ,Guyen Mini market ATM,atm,атм,"28-р хороо, Гачууртын зам, Хужирбулан, Гүен хүнсний дэлгүүр ",0,0,28-р,хороо,,"Bayanzurkh district, 28 th khoroo, the Gachuurt road, Khujirbulan, Guyen Mini market ",Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:00:00,
Гэгээ дэлгүүр АТМ,Gegee mini market ATM,atm,атм,"Дэнжийн 1000 цагаан байр, Гэгээ дэлгүүр",0,0,,,,"Denjiin 1000 white buildings, Gegee Mini Market ",Даваа-Ням 09:00-22:00 цаг,Mon-Sun 9am-10pm,1800-1888,1,1,1,1,1,1,1,09:00:00,22:00:00,
Да хүрээ Авто холл АТМ,Da Khuree Auto Hall ATM,atm,атм,"19-р хороо Да хүрээ гудамж, Авто холл ",0,0,19-р,хороо,,"Bayanzurkh district, 19th khoroo, Da Khuree street, Auto Hall ","Даваа-Ням 09:00-20:00 цаг
амарна","mon-Sun 9am-8pm
closed",1800-1888,1,1,1,1,1,1,1,09:00:00,20:00:00,
"Да хүрээ Манду, Экспресс АТМ","Da Khuree Mandu, Express ATM",atm,атм,"17-р хороо, Да хүрээ авто худалдааны төв, Манду хоолны газар ",0,0,17-р,хороо,,"Bayanzurkh district, 17th khoroo, Da Khuree Auto Market, Mandu restaurant ","Мягмар-Ням 10:00-18:00 цаг
Даваа гариг амарна","Мягмар-Ням 10:00-18:00 цаг
Monday closed",1800-1888,0,1,1,1,1,1,1,10:00:00,18:00:00,
"Да хүрээ, Нэг цэгийн үйлчилгээний төв АТМ","Da Khuree, One-stop Service Center ATM",atm,атм,"17-р хороо, Да хүрээ авто худалдааны төв, Нэг цэгийн үйлчилгээний төв",0,0,17-р,хороо,,"Bayanzurkh district, 17th khoroo, Da Khuree Auto Market, One-stop Service Center ",Мягмар-Ням 10:00-19:00 цаг,Tue-Sun 10am-7pm,1800-1888,0,1,1,1,1,1,1,10:00:00,19:00:00,
Дако центр АТМ,Dako Center ATM,atm,атм,"14-р хороо, Өргөө кино театрын зүүн хойно Дако центр",0,0,14-р,хороо,,"Bayangol district, 14th khoroo, north east in the Urgoo Movie Teatre, Dako Center ",Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,07:00:00,23:59:00,
Далайхүү АТМ,Dalaikhuu ATM,atm,атм,"14-р хороо, Хайлааст Далайхүү худалдааны төв",0,0,14-р,хороо,,"Chingeltei district, 14th khoroo, Khailaast, Dalaikhuu Market ",Даваа-Ням 10:00-19:00 цаг,Mon-Sun 10am-7 pm,1800-1888,1,1,1,1,1,1,1,10:00:00,19:00:00,
Да хүрээ Шинэ зоог АТМ,Da khuree Shine zoog ATM,atm,атм,"17-р хороо, Шархадны гудамж, Шинэ зоог",0,0,17-р,хороо,,"Bayanzurkh district, 17th khoroo, Sharkhad street","Мягмар-Ням 10:00-18:00 цаг
Даваа гариг амарна","Tue-Sun 10am-6 pm
Monday closed",1800-1888,1,1,1,1,1,1,1,09:00:00,19:00:00,
"Дүнжингарав худалдааны төв, Экспресс АТМ","Dunjingarav Trade Center, Express ATM",atm,атм,"26-р хороо, Дүнжингарав худалдааны төв, баруун жигүүр",0,0,26-р,хороо,,"Bayanzurkh district, 26th khoroo, Dunjingarav Trade Center ","Мягмар-Ням 10:00-19:30 цаг
Даваа гариг амарна","Tue-Sun 10am-7:30 pm
Monday closed",1800-1888,0,1,1,1,1,1,1,10:00:00,19:30:00,
Дэмчиг Хайрхан дэлгүүр,Demchig Khairkhan Mini Market ATM,atm,,"Чингэлтэй дүүрэг, Шадивлан зуслангын уулзвар, Дэмчиг Хайрхан дэлгүүр ",Чингэлтэй,дүүрэг,,,,"Chingeltei district, Intersection of Shadvilan Camp, Demchig Mini Market
",Даваа-Ням 09:00-24:00 цаг,Mon-Sun 9am-12 pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:59:00,
"Саруул зах, Экспресс АТМ","Saruul market, Express ATM",atm,атм,"3-р хороо, 5-р хороолол, Нарны зам Саруул зах",0,0,3-р,хороо,,"Sukhbaatar district, 5-r khoroolol, Narnii zam, Saruul market",Даваа-Ням 10:00-20:00 цаг,Mon-Sun 10am-8pm,1800-1888,1,1,1,1,1,1,1,10:00:00,20:00:00,
ЖМЖ худалдааны төв,GMG shopping center ,atm,,"9-р хороо, Баянхошууны гудамж,  Жанцан буудлын ард, ЖМЖ худалдааны төв ",0,0,9-р,хороо,,"9th khoroo, Bayankhoshuu street, Jantsan bus station, GMG shopping center ",Даваа-Ням 08:00-20:00 цаг,Mon-Sun 8am-8pm,1800-1888,1,1,1,1,1,1,1,08:00:00,20:00:00,
"Жуков худалдааны төв, Экспресс АТМ","Jukov Market, Express ATM",atm,атм,"4-р хороо, 15-р хороолол, Хилчдийн гудамж, Жуков худалдааны төв ",0,0,4-р,хороо,,"4th Khoroo, 15th Microdistrict, Khilchid Street, Jukov Market","Мягмар-Ням 09:00-21:00 цаг
Даваа гариг амарна","Tue-Sun 9am-9pm
Monday closed",1800-1888,0,1,1,1,1,1,1,09:00:00,21:00:00,
"Зайсан Миний дэлгүүр, Экспресс АТМ ","Zaisan Minii delguur, Express ATM ",atm,атм,"11-р хороо, Зайсангийн гудамж Миний дэлгүүр",0,0,11-р,хороо,,"11st khoroo, Zaisan road, Minii delguur",Даваа-Ням 09:00-20:00 цаг,Mon-Sun 9am-8pm,1800-1888,1,1,1,1,1,1,1,09:00:00,20:00:00,
"Зуун айл тооцооны төв, Экспресс АТМ","100 ail branch, Express ATM ",atm,тооцооны төв,"10-р хороо, Цагдаагийн гудамж, Хаш төв, Хас банк Зуун айл тооцооны төв",0,0,10-р,хороо,,"10th khoroo, Khash center, 100 ail branch Xacbank","Мягмар-Ням 09:00-19:00 цаг
Даваа гариг амарна","Tue-Sun 9am-7pm
Monday closed",1800-1888,0,1,1,1,1,1,1,09:00:00,19:00:00,
Зүтгүүрийн депо ажилчдад зориулсан ATM ,Depot station ATM for employee,atm,,"3-р хороо, Нарны зам, Саруул зах замын урд, Зүтгүүрийн депо ",0,0,3-р,хороо,,"3-р хороо, Нарны зам, Саруул зах замын урд, Зүтгүүрийн депо ",Даваа-Ням 09:00-21:00 цаг,Mon-Sun 9am-9pm,1800-1888,1,1,1,1,1,1,1,09:00:00,21:00:00,
